SPID,Date,Claim Outcome,Promoter Score,Promoter Reason,Other,Data Supplier,Comments
SNP146069859,"Saturday, 4 April 2020",Declined,0,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP146113410818,"Monday, 19 October 2020",Settled,5,CPT,,3, 
SNP147108042518,"Friday, 17 April 2020",Settled,7,CPF,,4, 
SNP1478044461,"Sunday, 24 January 2021",Declined,3,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP149013608,"Thursday, 17 September 2020",Declined,3,COT,,3, 
SNP149037445,"Monday, 8 February 2021",Settled,7,COT,,3, 
SNP149099761,"Thursday, 2 April 2020",Settled,6,CSE,,4, 
SNP149176449549,"Saturday, 11 July 2020",Declined,0,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP14924004916,"Tuesday, 28 April 2020",Settled,6,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP1499660444,"Wednesday, 22 April 2020",Settled,7,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3, 
SNP150089428,"Wednesday, 13 May 2020",Declined,3,CPF,,4, 
SNP150115238137,"Tuesday, 14 April 2020",Declined,0,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP15028830885,"Tuesday, 19 January 2021",Declined,0,OOO,"Ornare hac libero sagittis tortor purus nibh nisl dictum, porttitor vivamus pretium quam urna primis fusce dapibus tempor, inceptos amet tempus nisi morbi elit amet",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP15056087855,"Monday, 30 November 2020",Declined,0,CPF,,4, 
SNP15060035465,"Tuesday, 8 December 2020",Declined,2,COT,,4, 
SNP15081028789,"Sunday, 8 November 2020",Settled,10,CPT,,3, 
SNP151028234,"Thursday, 17 September 2020",Settled,9,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP151115223922,"Tuesday, 13 April 2021",Settled,6,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP152157512367,"Saturday, 2 January 2021",Settled,7,CSE,,3, 
SNP15233666889,"Thursday, 17 September 2020",Settled,6,CPF,,4, 
SNP1525693433,"Tuesday, 12 May 2020",Settled,6,CPT,,3, 
SNP154006050,"Tuesday, 15 September 2020",Declined,3,CSE,,3, 
SNP15458870710,"Friday, 18 September 2020",Settled,9,CPF,,3, 
SNP1548116062,"Friday, 7 August 2020",Settled,10,CPF,,4, 
SNP155036578,"Saturday, 17 October 2020",Declined,4,CSE,,4, 
SNP1553265182,"Sunday, 13 September 2020",Settled,7,CSE,,3, 
SNP1558091021,"Monday, 14 December 2020",Settled,9,CPF,,3, 
SNP15584093582,"Saturday, 10 April 2021",Declined,2,CPF,,4, 
SNP156019218,"Monday, 26 October 2020",Declined,0,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP156066298,"Sunday, 14 June 2020",Settled,7,COT,,4, 
SNP156075095,"Tuesday, 11 August 2020",Declined,3,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP156151263905,"Monday, 4 January 2021",Settled,9,CPF,,4, 
SNP157041393,"Saturday, 18 July 2020",Settled,9,COT,,3, 
SNP157057846,"Monday, 15 June 2020",Settled,10,CPF,,4, 
SNP157096965,"Wednesday, 10 March 2021",Declined,6,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP15719203651,"Friday, 24 April 2020",Declined,4,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP15727049303,"Tuesday, 20 April 2021",Settled,10,CPF,,3, 
SNP15744833292,"Saturday, 3 October 2020",Settled,9,CPT,,3, 
SNP15745056557,"Saturday, 5 September 2020",Declined,2,CSE,,3, 
SNP158037586,"Sunday, 17 January 2021",Settled,7,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4, 
SNP159071568,"Wednesday, 17 March 2021",Settled,5,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",4, 
SNP1591826829,"Sunday, 18 April 2021",Settled,7,CPF,,3, 
SNP15937571874,"Saturday, 3 October 2020",Settled,5,COT,,4, 
SNP15943227723,"Wednesday, 29 July 2020",Declined,0,COT,,3, 
SNP160048453,"Sunday, 24 May 2020",Settled,10,CPF,,3, 
SNP160179249260,"Thursday, 22 October 2020",Settled,9,CSE,,4, 
SNP161019965,"Friday, 2 April 2021",Settled,7,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",4, 
SNP161027127,"Sunday, 3 January 2021",Declined,1,CSE,,4, 
SNP16197291931,"Tuesday, 9 March 2021",Declined,4,CSE,,3, 
SNP16211268016,"Saturday, 11 July 2020",Declined,4,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP162120088297,"Saturday, 22 August 2020",Settled,9,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",3, 
SNP16221690901,"Sunday, 8 November 2020",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP16224553232,"Friday, 26 March 2021",Declined,3,OOO,"Est donec commodo sociosqu taciti vel augue luctus fames et ac praesent nec, quisque molestie sociosqu quam inceptos in bibendum egestas in pretium sit",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP162307219163,"Friday, 16 April 2021",Settled,5,COT,,4, 
SNP16243270096,"Thursday, 9 July 2020",Declined,4,CPF,,3, 
SNP1631231557,"Saturday, 13 February 2021",Settled,9,CPT,,3, 
SNP16319226202,"Thursday, 5 November 2020",Settled,10,COT,,3, 
SNP164005572,"Saturday, 5 December 2020",Settled,10,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP164024971,"Thursday, 30 July 2020",Declined,2,CSE,,3, 
SNP164089196,"Friday, 29 May 2020",Declined,2,CSE,,4, 
SNP16450407088,"Monday, 19 April 2021",Declined,4,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP16458868011,"Saturday, 10 October 2020",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP1647241313,"Saturday, 7 November 2020",Settled,7,CPT,,3, 
SNP1654822136,"Friday, 22 May 2020",Declined,4,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP16551293727,"Sunday, 27 September 2020",Settled,9,CPF,,4, 
SNP166073158,"Thursday, 5 November 2020",Settled,6,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3, 
SNP166170106330,"Sunday, 4 April 2021",Declined,2,CPT,,4, 
SNP16619285533,"Wednesday, 21 April 2021",Settled,7,OOO,"Aptent torquent auctor tempor turpis scelerisque felis aenean massa risus, rutrum arcu nullam dictum inceptos malesuada aptent sit eros, adipiscing rhoncus mi ligula ante porta nostra inceptos",4, 
SNP1663225335,"Sunday, 24 May 2020",Declined,0,CPT,,3, 
SNP1669663509,"Friday, 19 March 2021",Settled,7,CPT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP167345600636,"Sunday, 24 January 2021",Settled,7,COT,,4, 
SNP16736002303,"Thursday, 21 May 2020",Settled,9,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP1673653909,"Tuesday, 21 April 2020",Settled,7,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",3, 
SNP168090428,"Tuesday, 12 January 2021",Settled,6,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP168140034778,"Thursday, 6 August 2020",Settled,6,COT,,4, 
SNP16814062898,"Thursday, 25 March 2021",Declined,3,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP169017240,"Friday, 29 January 2021",Settled,7,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP16932086692,"Tuesday, 20 October 2020",Declined,3,COT,,4, 
SNP170016384,"Friday, 11 September 2020",Settled,7,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP170067504,"Thursday, 18 March 2021",Declined,4,COT,,4, 
SNP170115292896,"Wednesday, 10 March 2021",Declined,7,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP170288064298,"Friday, 8 May 2020",Settled,9,COT,,3, 
SNP17036021524,"Saturday, 29 August 2020",Declined,2,CSE,,3, 
SNP171012771,"Thursday, 22 October 2020",Declined,4,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",3, 
SNP172014859,"Monday, 1 June 2020",Settled,9,COT,,4, 
SNP172068603,"Friday, 15 May 2020",Settled,9,COT,,4, 
SNP17263053661,"Thursday, 3 September 2020",Settled,10,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP1727020061,"Thursday, 26 November 2020",Settled,9,CSE,,4, 
SNP17296088078,"Friday, 26 June 2020",Declined,0,CSE,,4, 
SNP1729698274,"Thursday, 10 December 2020",Declined,3,CSE,,4, 
SNP17325669290,"Thursday, 11 March 2021",Settled,6,CPT,,3, 
SNP173352831855,"Monday, 16 November 2020",Settled,6,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP17410800158,"Sunday, 4 October 2020",Settled,5,OOO,"Ornare hac libero sagittis tortor purus nibh nisl dictum, porttitor vivamus pretium quam urna primis fusce dapibus tempor, inceptos amet tempus nisi morbi elit amet",3, 
SNP17424369663,"Wednesday, 14 April 2021",Declined,7,CPF,,4, 
SNP17431596474,"Wednesday, 9 December 2020",Settled,9,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",3, 
SNP175081676,"Tuesday, 22 December 2020",Settled,9,CPF,,3, 
SNP17510025987,"Friday, 5 March 2021",Settled,6,CPF,,3, 
SNP176027141,"Wednesday, 17 February 2021",Settled,7,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",3, 
SNP176036684,"Tuesday, 3 November 2020",Declined,3,COT,,3, 
SNP176049400,"Saturday, 26 December 2020",Settled,6,COT,,4, 
SNP176081772,"Sunday, 28 March 2021",Settled,6,COT,,3, 
SNP1765694365,"Friday, 12 March 2021",Settled,5,CPT,,4, 
SNP1768414621,"Saturday, 18 July 2020",Settled,5,CSE,,4, 
SNP177129672353,"Friday, 1 May 2020",Settled,9,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
